language,model,joke,ev_reward,composite_reward
en,base,Why did Taylor Swift's latest album refuse to play at a shade-giving party? Because it was too busy decoding its own playlist!,7.0291829109191895,6.92918291091919
en,base,"Why did the quarterback refuse to play for the Dolphins again? Because he already knew they were a ""win-streak"" away from being last in their division!",7.430807113647461,6.930807113647461
en,base,Why did Rite Aid cross the road? To get closer to bankruptcy court!,6.461584091186523,6.934661014263447
en,base,"Why did Dillon Dube leave the Calgary Flames' party early? Because they kept saying ""no"" to his requests for more pizza!",6.627748012542725,6.606319441114153
en,base,Why did the sake from Hiroshima refuse to cross the road? Because it heard the whiskey was having a toast to tradition without any rice!,6.553812026977539,6.053812026977539
en,base,Why did the American want to extend health insurance tax credits just before shutdown? Because he heard Medicare was closing for annual maintenance!,7.307999134063721,7.1079991340637205
en,base,Why did the news anchor break into a sprint during the 20-minute update? Because he wanted to cover all the ground in the story!,6.951942443847656,6.651942443847656
en,base,Why did the pasta break up with the spiral shape? Because it just couldn't handle the pressure!,5.850707530975342,6.250707530975342
en,base,"Why was Queen Elizabeth I so hated? Because every time she dismissed someone, they had to sign their resignation in blood... or at least that's what the rumors said!",6.28101110458374,5.78101110458374
en,base,Why did the midwife from the maternity unit where she was born have the best memory? Because she had a photographic recall of every birth!,6.732865810394287,6.232865810394287
en,base,Why did the neuroscientist cross the road? To check the brain's internal mileage clock and see if he could get an early retirement!,7.12274169921875,6.92274169921875
en,base,"Why did the regulator cross the road? To approve the takeover, even though the power company was disputing it—kinda like getting caught in a $6.2 billion traffic jam!",7.5120439529418945,7.0120439529418945
en,base,Why did the superintendent refuse to sign the parent-teacher agreement? Because he heard the school district was pursuing legal action after he got detained by ICE!,7.201904296875,6.701904296875
en,base,Why did Manchán Magan bring a ladder to his final interview? Because he heard they were raising the bar!,6.723448753356934,6.923448753356934
en,base,Why did the vacuum cleaner go to therapy? Because it had serious dust issues!,6.157416343688965,6.657416343688965
en,base,"Why did theOptus customer refuse to call triple-0 again? Because he heard the operator's response was worse than a busy signal—more like a ""Sorry, we're having technical difficulties. Can you try again in 24 hours?"" message.",7.552595138549805,-1.5
en,base,"Why did the wellness guru refuse to join Well Actually? Because he already subscribes to ""Overly Honest Marketing""!",7.227084636688232,7.47986241446601
en,base,"Why did the blind dog apply for a job as a conductor? He was known as the ""Hot Mess Express"" and wanted to keep his own schedule!",7.35039758682251,6.85039758682251
en,base,"Why didn't they include a tax on laughing in the Budget 2026? Because the government realized that if people had to pay to laugh, they might start looking for a place where they could get it for free—like a comedy club in Dublin!",7.259952545166016,6.759952545166016
en,base,Why did the pipeline worker refuse to board the ferry? Because he heard the federal treatment of B.C. ferry passengers was as unfair as Smith's pipeline push!,7.371338844299316,6.871338844299316
en,base,Why did the back pain therapist bring a lot of tennis balls to the session? Because treating back pain might require more bouncing and less surgery!,7.513239860534668,7.013239860534668
en,base,"Why did the Gen Z member refuse to go to the park? Because touch grass is the new petting zoo, and you have to download the app first!",6.385688781738281,5.885688781738281
en,base,"Why did the fashion model refuse to wear socks with sandals? Because she heard it was a trend that would be ""fall-ling"" everywhere!",7.2989888191223145,7.098988819122314
en,base,Why did the pope's new choice for New Orleans archbishop refuse the offer? Because he heard the previous archbishop was excommunicated for accidentally flooding the cathedral during a baptism ceremony!,7.209138870239258,6.709138870239258
en,base,Why did Mohamed Salah need a GPS? Because Danny Murphy keeps lost him down the right flank!,6.284172534942627,6.64593724082498
en,base,Why did Daniel Ek refuse to let the genie out of the bottle? Because he wanted to stay in control of the music!,6.554983615875244,6.354983615875244
en,base,Why did the British car factory refuse to install cybersecurity software? Because they were already dealing with too many disruptions—like cars crashing into cyber-zombies and running out of virtual milk!,7.72080135345459,7.22080135345459
en,base,Why did the robot vacuum apply for a job at the orchestra? It was hoping to clean the notes!,7.249988555908203,7.449988555908203
en,base,Why did the photographer get arrested while documenting underground raves? Because he couldn't shake off the嫌疑！（注：这里的“嫌疑”在中文里有“嫌疑犯”的意思，用在这里制造了一个双关效果，英文读者可能无法理解这个幽默。）,7.047750949859619,7.547750949859619
en,base,"Why did the concert go to a broker's house? To find out where all the good tickets were ""residing""!",7.153954982757568,7.3539549827575685
en,base,Why did the tomato turn red? Because Trump put a tariff on its ancestors! Now it's showing up in our sauce prices.,7.008000373840332,6.908000373840332
en,base,Why did the mushroom go to therapy? Because it was feeling a little fungi-nated about reconnecting with nature!,6.484930038452148,6.784930038452148
en,base,Why did the ancient Egyptian pharaoh refuse to wear his bracelet to the gold salon? Because he heard they melt down pharaohs' jewelry for cash!,7.2207231521606445,6.7207231521606445
en,base,Why did the AI cross the road? To warn James Cameron about not sci-fi anymore... because even robots think self-driving cars are overrated!,6.877416133880615,6.677416133880615
en,base,Why did the analyst refuse to implement cost-cutting measures in the emergency room? Because he didn't want to risk any more lives... or any more staff.,7.457942008972168,6.957942008972168
en,base,Why did the surfboard apply for a holiday rental in Byron Bay? It wanted to see if it could cap its tan!,7.476755142211914,7.376755142211914
en,base,Why did the father decide to deliver his baby on the doorstep of the Texas hospital? Because he heard they had excellent door-to-door obstetric services!,6.752881050109863,6.252881050109863
en,base,"Why did the Aces refuse to let their mascot join the team? Because they already had a deer of the situation and didn't want to antlers! (Get it? ""Aces"" and ""antlers""? Aces won by 91-78, so 91-78 looks like antlers...)",7.1723222732543945,-1.5
en,base,Why did the NASA Webb Telescope go to space? To get clearer pictures of Jupiter's eyebrows and Saturn's mustache!,7.345800876617432,7.516853508196379
en,base,"Why was ""To Kill a Mockingbird"" banned in so many schools? Because they couldn't handle the truth about banning books!",7.218233108520508,7.305733108520507
en,base,Why did the cheese go on a trip? To find some more cheddar reasons to travel!,4.972786903381348,5.472786903381348
en,base,Why did the real estate agent from Abu Dhabi cross the road? To avoid expensive homes and find cheaper ones... but now he's stuck in private credit!,7.336467742919922,6.836467742919922
en,base,Why did the supermoon go to the doctor? Because it had a bit of a glow-in-the-dark kidney!,5.821687698364258,6.221687698364258
en,base,"Why did Gordon Ramsay call the police? Because someone dialed 911 and said, ""There's too much salt in my pasta!""",6.851767539978027,6.939267539978027
en,base,Why did the couple planning to retire at 35 get attacked online? Because their dream job turned out to be avoiding angry comments!,7.428556442260742,7.228556442260742
