id	word1	word2	joke	text
en_0190	wash	blender	-	"There was a blender who needed to wash his blades, but he was too weak to push himself to it."
en_0191	close	fridge	-	"There was a sign outside a fridge factory that said ""close."" No one knew what it meant until the power went out."
en_0192	wash	oven	-	"There's a sign outside the new oven cleaning service: ""Step inside for a thorough wash of worry."""
en_0193	hammer	coconut	-	"There's a coconut standing outside my door, and I think it needs a new home. Maybe it should be hammered into place!"
en_0194	measure	laptop	-	I just got a new app to measure the carbon footprint of my laptop. It feels like I'm putting a lid on my emissions!
en_0195	shake	tomato	-	There was a tomato that went to the gym every day. It got a little shake before each workout.
en_0196	wash	chair	-	There was a chair who needed a good washing. It had seen all the dirty secrets of the room but didn't want to be the sponge.
en_0197	hammer	watermelon	-	"There was a watermelon who needed some repair work. It joined a support group for melons, but the only tool they allowed was a hammer. They said, ""It's not about having the right tool, it's about using the tool you have and making it work."""
en_0198	spray	eggs	-	"There was a chicken that got sprayed with eggs, and now it's covered in feathers and confusion."
en_0199	shake	flower	-	"I decided to give my flower a gentle shake to wake it up, but all it did was bloom and smile."
en_0200	move	tree	-	"There was a tree that needed to move, so it found a lumberjack and said, ""Do you have any idea how much sap I can generate?"""
en_0201	-	-	"Cooking Recipes, advice and inspiration for everyday cooking, special occasions and more."	Why did the chef break up with the calendar? He found out he was just dating someone for every occasion—and it got exhausting trying all those recipes!
en_0202	-	-	5 key takeaways from the latest presidential debate Analysis and Comment	"According to the latest presidential debate analysis, candidates agreed that pizza is not an appropriate snack for the job. One might say it's a tough pill to swallow, but at least it's not as spicy as the debate takeaways."
en_0203	-	-	Business live Euro and Paris stock market slides as French prime minister resigns	"The stock market took a dive, just like the French prime minister's career—it was a fall from grace and a slide into uncertainty."
en_0204	-	-	David Muir reports on daughter thanking nurse who saved dad at Bills game	"David Muir's daughter was so grateful to the nurse that she thanked her... during halftime, right after scoring a touchdown for the Bills! The nurse thought she was cheering for the team."
en_0205	-	-	11 movies you can safely watch with your parents — and grandparents — and all truly enjoy	"Sure! Here's a joke based on that headline:

""The movie list is like a family recipe—everyone has their favorite, but they all end up being delicious together."""
en_0206	-	-	"Egypt says 3,000-year-old bracelet was stolen and melted down"	"A 3,000-year-old bracelet walked into a bar and ordered a drink. The bartender said, ""We don't serve your kind here."" The bracelet shrugged and walked out, never to be seen again—until it showed up as a cocktail ring at a modern party."
en_0207	-	-	Epic Mercury comeback evens Lynx series; Wilson stars in Aces win	"Mercury showed the Lynx they needed more breaks and less coffee, while Wilson in the Aces camp proved that with enough determination, you can turn any half-time into a comeback party!"
en_0208	-	-	Business Nearly a third of bosses report increase in cyber-attacks on their supply chains	"Sure! Here's a joke based on that headline:

""The supply chain just got hacked—and now it's running everything!"""
en_0209	-	-	I cut up 15 bike locks to find the best in the US. Here are my favorites	"Sure! Here's a joke based on that headline:

The best bike locks are like the best jokes—they're few and far between, but when you find them, they really lock everything down."
en_0210	-	-	How a bet landed Abraham Lincoln in the Wrestling Hall of Fame	"Abraham Lincoln might not have been known for his wrestling skills, but if he had, he'd definitely be in the Hall of Fame. After all, who else could turn down a bet and still walk away a champion?"
en_0211	-	-	Canadian writer David Szalay shortlisted for 2025 Booker Prize	"David Szalay was shortlisted for the 2025 Booker Prize, and his book is so thick with plot twists that it comes with its own set of dominos—and they're all still standing after reading it."
en_0212	-	-	Highest UK government borrowing in August for five years	"The national debt took a hike in August, but at least the pizza place still delivers — they must really know how to manage their finances!"
en_0213	-	-	New hand luggage liquid rules in force at Dublin Airport	"Sure! Here's a joke based on that headline:

The other day, I tried to bring my liquid courage with me to Dublin Airport, but it was over 100ml. They said, ""No worries, just come back tomorrow!"""
en_0214	-	-	Was it worth it?': BBC correspondents assess Trump's state visit	"Sure, here's a joke based on that headline:

""The BBC correspondents are giving Trump's state visit a full analysis—worth every second of airtime, or just a quick commercial break?"""
en_0215	-	-	‘The Fate of Ophelia’ music video premieres online 	"Sure! Here's a joke based on the headline:

""The fate of Ophelia just got a whole lot brighter with her music video premiering online, proving that even the most tragic stories can find a happy ending in the digital age."""
en_0216	-	-	France’s prime minister resigns less than a month after appointment	"The prime minister of France resigned, and his resignation letter was so short, it fit on a postcard—both sides."
en_0217	-	-	Harry follows in Diana’s footsteps as he joins new Aids campaign	"Harry might not have the title, but he's definitely got the heart for charity—just like his momma taught him!"
en_0218	-	-	"Syrians vote in the first parliamentary election since Assad’s fall, in photos"	"A voter walked into a room filled with thousands of ballots and said, ""I didn't come here to argue politics; I came to drop my thoughts."""
en_0219	-	-	"Strikes and protests roil France, pitting the streets against Macron and his new prime minister"	"Sure, here's a joke based on that headline:

The Eiffel Tower decided to take a strike, but it didn't ring any bells—Macron must be doing something right!"
en_0220	-	-	When does trying to have a healthier baby become eugenics-y?	"A fertility specialist said, ""When you start screening embryos for more than just serious genetic disorders."""
en_0221	-	-	"Travel‘Immortalised by Monet’: the enduring seaside charm of Trouville, Normandy"	"Monet must have had a thing for Trouville, because he kept painting it even after he found immortality in his canvases!"
en_0222	-	-	Trump says TV networks opposed to him should 'maybe' lose licence	Trump suggested that biased networks might want to find new frequencies—because maybe they should broadcast some empathy instead!
en_0223	-	-	Easy Mode Get an easy version of one of the hardest crossword puzzles of the week.	Why did the crossword puzzle go to therapy? It was feeling a little unsolved.
en_0224	-	-	Nations ratify the world’s first treaty to protect international waters	"Sure! Here's a joke based on that headline:

""The oceans finally got a treaty, and it turns out they're not as territorial as we thought."""
